source,target,weight
something,bovino,2
something,ステーション,1
something,steelers,1
something,turnovers,1
something,perfidy,1
something,freepalestine,1
not,right,5
not,reply,5
not,10min,4
not,caleb,1
not,mcvay,1
not,pope,1
not,rams,1
not,kmet,1
not,williams,1
not,bridgerton,1
not,йобанарусня,2
not,stroud,3
not,cj,3
not,paula,1
not,edilson,1
not,久米,1
not,texans,2
not,rodgers,1
not,bovino,2
not,ステーション,1
not,steelers,1
not,turnovers,1
not,perfidy,1
not,freepalestine,1
right,reply,5
right,10min,4
right,caleb,1
right,mcvay,1
right,pope,1
right,rams,1
right,kmet,1
right,williams,1
right,bridgerton,1
right,йобанарусня,2
right,stroud,3
right,cj,3
right,paula,1
right,edilson,1
right,久米,1
right,texans,2
right,rodgers,1
right,bovino,2
right,ステーション,1
right,steelers,1
right,turnovers,1
right,perfidy,1
right,freepalestine,1
reply,10min,4
reply,caleb,1
reply,mcvay,1
reply,pope,1
reply,rams,1
reply,kmet,1
reply,williams,1
reply,bridgerton,1
reply,йобанарусня,2
reply,stroud,3
reply,cj,3
reply,paula,1
reply,edilson,1
reply,久米,1
reply,texans,2
reply,rodgers,1
reply,bovino,2
reply,ステーション,1
reply,steelers,1
reply,turnovers,1
reply,perfidy,1
reply,freepalestine,1
nomes,li,1
nomes,parecem,1
nomes,inventados,1
li,parecem,1
li,inventados,1
parecem,inventados,1
acontecer,muita,1
zen,manter,1
zen,tranquilidade,1
manter,tranquilidade,1
moral,ator,1
moral,circuito,1
moral,premiados,1
moral,tirando,1
moral,foto,1
moral,tapetes,1
moral,vermelhos,1
moral,afora,1
ator,circuito,1
ator,premiados,1
ator,tirando,1
ator,foto,1
ator,tapetes,1
ator,vermelhos,1
ator,afora,1
ator,confirmados,1
ator,participou,1
ator,retorna,1
ator,46,1
ator,claro,1
ator,continua,1
ator,rio,1
ator,janeiro,1
ator,rj,1
ator,saudades,1
ator,paizão,1
circuito,premiados,1
circuito,tirando,1
circuito,foto,1
circuito,tapetes,1
circuito,vermelhos,1
circuito,afora,1
premiados,tirando,1
premiados,foto,1
premiados,tapetes,1
premiados,vermelhos,1
premiados,afora,1
tirando,foto,1
tirando,tapetes,1
tirando,vermelhos,1
tirando,afora,1
foto,tapetes,1
foto,vermelhos,1
foto,afora,1
tapetes,vermelhos,1
tapetes,afora,1
vermelhos,afora,1
confirmados,participou,1
confirmados,retorna,1
confirmados,46,1
confirmados,claro,1
confirmados,continua,1
confirmados,rio,1
confirmados,janeiro,1
confirmados,rj,1
confirmados,saudades,1
confirmados,paizão,1
participou,retorna,1
participou,46,1
participou,claro,1
participou,continua,1
participou,rio,1
participou,janeiro,1
participou,rj,1
participou,saudades,1
participou,paizão,1
retorna,46,1
retorna,claro,1
retorna,continua,1
retorna,rio,1
retorna,janeiro,1
retorna,rj,1
retorna,saudades,1
retorna,paizão,1
46,claro,1
46,continua,1
46,rio,1
46,janeiro,1
46,rj,1
46,saudades,1
46,paizão,1
claro,continua,1
claro,rio,1
claro,janeiro,1
claro,rj,1
claro,saudades,1
claro,paizão,1
continua,rio,1
continua,janeiro,1
continua,rj,1
continua,saudades,1
continua,paizão,1
rio,janeiro,1
rio,rj,1
rio,saudades,1
rio,paizão,1
janeiro,rj,1
janeiro,saudades,1
janeiro,paizão,1
rj,saudades,1
rj,paizão,1
saudades,paizão,1
10min,caleb,1
10min,mcvay,1
10min,pope,1
10min,rams,1
10min,kmet,1
10min,williams,1
10min,bridgerton,1
10min,йобанарусня,2
10min,stroud,3
10min,cj,3
10min,paula,1
10min,edilson,1
10min,久米,1
10min,texans,2
10min,rodgers,1
10min,bovino,2
10min,ステーション,1
10min,steelers,1
10min,turnovers,1
10min,perfidy,1
10min,freepalestine,1
caleb,mcvay,1
caleb,pope,1
caleb,rams,1
caleb,kmet,1
caleb,williams,1
caleb,bridgerton,1
caleb,йобанарусня,1
mcvay,pope,1
mcvay,rams,1
mcvay,kmet,1
mcvay,williams,1
mcvay,bridgerton,1
mcvay,йобанарусня,1
pope,rams,1
pope,kmet,1
pope,williams,1
pope,bridgerton,1
pope,йобанарусня,1
rams,kmet,1
rams,williams,1
rams,bridgerton,1
rams,йобанарусня,1
kmet,williams,1
kmet,bridgerton,1
kmet,йобанарусня,1
williams,bridgerton,1
williams,йобанарусня,1
bridgerton,йобанарусня,1
йобанарусня,stroud,1
йобанарусня,久米,1
йобанарусня,texans,1
йобанарусня,rodgers,1
йобанарусня,cj,1
йобанарусня,bovino,1
йобанарусня,ステーション,1
stroud,cj,3
stroud,paula,1
stroud,edilson,1
stroud,久米,1
stroud,texans,2
stroud,rodgers,1
stroud,bovino,2
stroud,ステーション,1
stroud,steelers,1
stroud,turnovers,1
stroud,perfidy,1
stroud,freepalestine,1
cj,paula,1
cj,edilson,1
cj,久米,1
cj,texans,2
cj,rodgers,1
cj,bovino,2
cj,ステーション,1
cj,steelers,1
cj,turnovers,1
cj,perfidy,1
cj,freepalestine,1
paula,edilson,1
completo,camarote,1
completo,veja,1
completo,lista,1
completo,completa,1
completo,bigbrotherbrasil,1
camarote,veja,1
camarote,lista,1
camarote,completa,1
camarote,bigbrotherbrasil,1
veja,lista,1
veja,completa,1
veja,bigbrotherbrasil,1
lista,completa,1
lista,bigbrotherbrasil,1
completa,bigbrotherbrasil,1
久米,texans,1
久米,rodgers,1
久米,bovino,1
久米,ステーション,1
texans,rodgers,1
texans,bovino,2
texans,ステーション,1
texans,steelers,1
texans,turnovers,1
texans,perfidy,1
texans,freepalestine,1
rodgers,bovino,1
rodgers,ステーション,1
bovino,ステーション,1
bovino,steelers,1
bovino,turnovers,1
bovino,perfidy,1
bovino,freepalestine,1
steelers,turnovers,1
steelers,perfidy,1
steelers,freepalestine,1
turnovers,perfidy,1
turnovers,freepalestine,1
perfidy,freepalestine,1
foraanapaula,curte,1
foraanapaula,comenta,1
foraanapaula,compartilha,1
curte,comenta,1
curte,compartilha,1
comenta,compartilha,1
